Latency;TPS
13.009064197540283;3.9183687824624904
17.472275972366333;4.951563841135069
25.58478093147278;5.365637519623743
31.264249801635742;5.734363073770719
25.82884669303894;6.633782184632867
30.751602172851562;7.300068841051249
5.727209091186523;3.6620161730858865
7.50700306892395;4.6046848355387064
10.909924983978271;5.0077707010354064
15.738111019134521;5.036895741442009
16.87455701828003;5.3006874971955895
19.515380859375;5.516563254808902
24.95534896850586;5.538953934200391
24.753159999847412;5.720292584403749
20.966899871826172;6.128536578645267
27.43808102607727;6.310816406831735
3.6873598098754883;5.6827594038032
7.390111923217773;5.496352636463616
10.181121110916138;5.685036026119917
12.892780065536499;5.880349284146006
15.135159969329834;6.102715837374276
18.59737801551819;6.197596369295028
23.230841159820557;6.1522691840201
24.88697600364685;6.211324814198329
22.603932857513428;6.496565385702743
24.83072519302368;6.73266970394459
3.5547890663146973;5.898455003951372
6.946043968200684;5.803526199705778
9.601905822753906;6.014810245894796
12.834341049194336;6.099045365011493
14.894113063812256;6.289880750562725
18.212164878845215;6.371732420029137
21.58619499206543;6.399379673127443
21.91725206375122;6.579163595079866
23.622317790985107;6.763364197045549
28.21637487411499;6.819805127365785
3.143617630004883;6.672705812834751
6.194723844528198;6.526469513042976
9.145904779434204;6.54146939238684
12.01924991607666;6.5855011319642776
14.26698899269104;6.719686698155861
17.554502725601196;6.7517728010281095
19.905578136444092;6.8190955322748925
19.863972902297974;7.059010924668604
20.630995988845825;7.33852440360108
24.702555894851685;7.465023507613647
3.237534999847412;6.474140046769724
6.936233043670654;5.990078318822161
9.186306238174438;6.245417517655943
12.000325918197632;6.405490898981214
13.910043239593506;6.645138018022221
15.243715047836304;6.953186935980539
19.68128514289856;6.99179690868979
20.56347680091858;7.15197813007616
20.78468894958496;7.409228787978234
21.590602159500122;7.688380243016437
3.289750099182129;6.3756454878607025
5.88486909866333;6.64296886061092
8.911147117614746;6.683810713656198
12.526581048965454;6.560435010430955
13.79399585723877;6.7726586631394
16.43950891494751;6.9141987932508675
20.064851760864258;6.929375126413733
22.68750309944153;6.9558701316315075
21.582144021987915;7.194050892184963
24.852163791656494;7.335032557397266
3.418135643005371;6.132925141875497
6.21402907371521;6.323449909469414
8.617865085601807;6.621216955121628
11.74457597732544;6.694634252757556
13.358551979064941;6.937550759069911
17.368677854537964;6.92878053085645
19.26136088371277;7.009838451628642
20.917103052139282;7.141864467780807
20.56473708152771;7.413732490673441
22.601988792419434;7.638289094151569
3.7019410133361816;5.663371149416285
5.62345290184021;6.533739206828546
8.39974594116211;6.819694272681757
11.506042003631592;6.870510970755394
13.61369514465332;7.020309630293849
17.35275888442993;6.989507327606319
20.283241033554077;6.967032548275824
19.83122491836548;7.183913066953952
18.716171979904175;7.565916854133964
23.171900987625122;7.739042211370433
3.294595956802368;6.363241086245598
5.7280659675598145;6.753419747563191
8.709565877914429;6.818098371072016
12.026477098464966;6.750033477737511
14.287914037704468;6.829950009547703
15.229019165039062;7.0988845159564615
20.033716917037964;7.070470091450931
18.534663915634155;7.36577262208851
20.01726198196411;7.641357465370189
23.363805055618286;7.792971023797985
