Throughput;TPS
16.245105266571045;1.2926223066982243
24.777061700820923;1.2309196138583187
34.02385481198629;1.1853921716710736
38.89777487516403;1.2916981442607405
49.33404006958008;1.2201057670758315
59.12518592675527;1.1866350962052907
68.56156178883144;1.1688263758787905
69.52738881111145;1.2961536403374394
65.82608641518488;1.520721014873255
63.33989527225494;1.7380953285249785
11.5050528049469;1.8251613684895842
15.649320483207703;1.948833665687989
20.11781899134318;2.0047124316923566
25.10449904203415;2.0014855797594024
31.3256094455719;1.9216121433668374
38.82834939161936;1.8069817759635494
47.94795516559056;1.67136003546953
55.832239627838135;1.614125400406656
59.72890824741788;1.6760010474592144
62.31944103240967;1.7666028892647196
67.87375203045931;10.70291288629069
67.71393901109695;8.242290925413943
71.90386764819806;5.8441791882498855
22.429930925369263;0.9362089078571224
28.25646996498108;1.0735999201385558
38.90372530619303;1.0313439578199648
52.03976500034332;0.9613670986373081
56.27690100669861;1.0650618392127573
60.558985471725464;1.1537690968695604
69.45824885368347;1.1494717798515732
68.68879625201225;1.3069596207866676
69.38599432839288;1.4371435053990291
71.128906083107;1.5418828831586284
