timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1595009748583,543453,IPFS-Get,200,OK,Grupo de Usuários 1-1,text,true,,118,170,5,5,http://localhost:7001/ipfs/get?id=QmXtc7pBfsD6nW5ehNV8VDULeYhLsaD65TZS6fCHcWnr1t,543451,0,14
1595009749332,575935,IPFS-Get,200,OK,Grupo de Usuários 1-4,,true,,75,170,5,5,http://localhost:7001/ipfs/get?id=QmXtc7pBfsD6nW5ehNV8VDULeYhLsaD65TZS6fCHcWnr1t,575933,0,0
1595009748832,656386,IPFS-Get,200,OK,Grupo de Usuários 1-2,,true,,75,170,5,5,http://localhost:7001/ipfs/get?id=QmXtc7pBfsD6nW5ehNV8VDULeYhLsaD65TZS6fCHcWnr1t,656386,0,0
1595009749577,707717,IPFS-Get,200,OK,Grupo de Usuários 1-5,,true,,75,170,5,5,http://localhost:7001/ipfs/get?id=QmXtc7pBfsD6nW5ehNV8VDULeYhLsaD65TZS6fCHcWnr1t,707717,0,1
1595009749082,751923,IPFS-Get,200,OK,Grupo de Usuários 1-3,,true,,75,170,5,5,http://localhost:7001/ipfs/get?id=QmXtc7pBfsD6nW5ehNV8VDULeYhLsaD65TZS6fCHcWnr1t,751923,0,5
1595010384594,513218,IPFS-Get,200,OK,Grupo de Usuários 1-1,text,true,,118,170,5,5,http://localhost:7001/ipfs/get?id=QmXtc7pBfsD6nW5ehNV8VDULeYhLsaD65TZS6fCHcWnr1t,513209,0,1
1595010382851,607320,IPFS-Get,200,OK,Grupo de Usuários 1-4,,true,,75,170,5,5,http://localhost:7001/ipfs/get?id=QmXtc7pBfsD6nW5ehNV8VDULeYhLsaD65TZS6fCHcWnr1t,607320,0,0
1595010445996,583075,IPFS-Get,200,OK,Grupo de Usuários 1-2,,true,,75,170,5,5,http://localhost:7001/ipfs/get?id=QmXtc7pBfsD6nW5ehNV8VDULeYhLsaD65TZS6fCHcWnr1t,583075,0,0
1595010519384,798676,IPFS-Get,200,OK,Grupo de Usuários 1-5,,true,,75,170,5,5,http://localhost:7001/ipfs/get?id=QmXtc7pBfsD6nW5ehNV8VDULeYhLsaD65TZS6fCHcWnr1t,798676,0,19
1595010551709,884103,IPFS-Get,200,OK,Grupo de Usuários 1-3,,true,,75,170,5,5,http://localhost:7001/ipfs/get?id=QmXtc7pBfsD6nW5ehNV8VDULeYhLsaD65TZS6fCHcWnr1t,884103,0,0
1595010947414,638147,IPFS-Get,200,OK,Grupo de Usuários 1-1,text,true,,118,170,5,5,http://localhost:7001/ipfs/get?id=QmXtc7pBfsD6nW5ehNV8VDULeYhLsaD65TZS6fCHcWnr1t,638147,0,0
1595011101741,588276,IPFS-Get,200,OK,Grupo de Usuários 1-2,,true,,75,170,5,5,http://localhost:7001/ipfs/get?id=QmXtc7pBfsD6nW5ehNV8VDULeYhLsaD65TZS6fCHcWnr1t,588276,0,2
1595011088194,662841,IPFS-Get,200,OK,Grupo de Usuários 1-4,,true,,75,170,5,5,http://localhost:7001/ipfs/get?id=QmXtc7pBfsD6nW5ehNV8VDULeYhLsaD65TZS6fCHcWnr1t,662841,0,3
1595011377051,644552,IPFS-Get,200,OK,Grupo de Usuários 1-5,,true,,75,170,5,5,http://localhost:7001/ipfs/get?id=QmXtc7pBfsD6nW5ehNV8VDULeYhLsaD65TZS6fCHcWnr1t,644552,0,0
1595011479385,624418,IPFS-Get,200,OK,Grupo de Usuários 1-3,,true,,75,170,5,5,http://localhost:7001/ipfs/get?id=QmXtc7pBfsD6nW5ehNV8VDULeYhLsaD65TZS6fCHcWnr1t,624418,0,0
1595011648097,600841,IPFS-Get,200,OK,Grupo de Usuários 1-1,text,true,,118,170,5,5,http://localhost:7001/ipfs/get?id=QmXtc7pBfsD6nW5ehNV8VDULeYhLsaD65TZS6fCHcWnr1t,600841,0,1
