1593415731.4102;0.0441
1593415732.0434;0.0456
1593415734.3486;0.0441
1593415736.4069;0.0456
1593415736.6263;0.0456
1593415737.2364;0.0441
1593415739.3087;0.0456
1593415739.4981;0.0441
1593415741.1526;0.0441
1593415741.3459;0.0456
1593415744.3885;0.0441
1593415744.753;0.0456
1593415747.4323;0.0441
1593415747.5233;0.0456
1593415749.6198;0.0441
1593415749.8722;0.0456
1593415752.8473;0.0456
1593415753.0358;0.0441
1593415754.6024;0.0456
1593415755.2301;0.0441
1593415757.5045;0.0456
1593415757.6584;0.0441
1593415761.1065;0.0456
1593415761.6453;0.0441
1593415763.1178;0.0441
1593415763.5241;0.0456
1593415766.0114;0.0441
1593415766.2132;0.0456
1593415769.6995;0.0456
1593415769.8109;0.0441
1593415771.2008;0.0441
1593415771.6875;0.0456
1593415774.2771;0.0441
1593415774.4348;0.0456
1593415776.1276;0.0441
1593415777.4345;0.0456
1593415779.641;0.0456
1593415779.9022;0.0441
1593415781.4301;0.0441
1593415782.0633;0.0456
1593415785.5316;0.0441
1593415785.7303;0.0456
1593415788.3189;0.0441
1593415788.5503;0.0456
1593415790.4839;0.0441
1593415790.6653;0.0456
1593415792.7846;0.0456
1593415793.1032;0.0441
1593415796.2557;0.0456
1593415796.9262;0.0441
1593415798.0523;0.0456
1593415798.0901;0.0441
1593415800.761;0.0441
1593415800.8447;0.0456
1593415803.9667;0.0441
1593415804.8921;0.0456
1593415805.3011;0.0441
1593415805.6902;0.0456
1593415807.5725;0.0456
1593415808.2603;0.0441
1593415809.81;0.0441
1593415809.9863;0.0456
1593415813.2857;0.0456
1593415812.6652;0.0441
1593415815.8681;0.0441
1593415816.3495;0.0456
1593415820.7632;0.0441
1593415821.2244;0.0456
1593415821.8918;0.0456
1593415822.1331;0.0441
1593415823.8794;0.0441
1593415824.1289;0.0456
1593415826.1476;0.0456
1593415827.0152;0.0441
1593415829.6209;0.0441
1593415830.1194;0.0456
1593415832.3422;0.0441
1593415832.4363;0.0456
1593415834.4781;0.0456
1593415834.7184;0.0441
1593415837.1948;0.0441
1593415837.7142;0.0456
1593415840.2118;0.0441
1593415840.5831;0.0456
1593415842.8981;0.0456
1593415843.0461;0.0441
1593415846.1446;0.0441
1593415846.3094;0.0456
1593415848.7419;0.0456
1593415848.7963;0.0441
1593415851.2426;0.0441
1593415851.2688;0.0456
1593415853.4734;0.0441
1593415854.4247;0.0456
1593415856.9037;0.0441
1593415856.9773;0.0456
1593415858.6488;0.0456
1593415858.6754;0.0441
1593415861.1934;0.0456
1593415861.4862;0.0441
1593415864.7815;0.0441
1593415866.5725;0.0456
1593415867.5767;0.0441
1593415867.7077;0.0456
1593415869.9462;0.0441
1593415869.3771;0.0456
1593415872.4185;0.0456
1593415872.7707;0.0441
1593415874.4725;0.0441
1593415874.7437;0.0456
1593415877.3918;0.0456
1593415877.5301;0.0441
1593415880.7313;0.0441
1593415882.8519;0.0456
1593415884.9822;0.0456
1593415885.2876;0.0441
1593415886.398;0.0441
1593415886.9343;0.0456
1593415888.6183;0.0456
1593415888.9636;0.0441
1593415891.0357;0.0456
1593415891.5175;0.0441
1593415893.3523;0.0441
1593415893.9904;0.0456
1593415895.6942;0.0456
1593415896.08;0.0441
1593415898.4732;0.0456
1593415899.1382;0.0441
1593415901.2074;0.0441
1593415901.3478;0.0456
1593415903.5105;0.0456
1593415904.1404;0.0441
1593415909.8072;0.0456
1593415909.9105;0.0441
1593415911.6975;0.0441
1593415912.4604;0.0441
1593415913.7681;0.0456
1593415912.3791;0.0456
1593415915.1661;0.0441
1593415916.7335;0.0456
1593415917.3359;0.0456
1593415917.692;0.0441
1593415920.4741;0.0441
1593415920.3918;0.0456
1593415922.6043;0.0441
1593415923.4343;0.0456
1593415925.3023;0.0441
1593415926.5587;0.0456
1593415927.6183;0.0456
1593415927.9222;0.0441
1593415930.1228;0.0441
1593415930.314;0.0456
1593415935.3641;0.0456
1593415936.4782;0.0441
1593415936.762;0.0441
1593415936.9333;0.0456
1593415938.3693;0.0441
1593415938.6267;0.0456
1593415940.5845;0.0441
1593415941.1375;0.0456
1593415943.8141;0.0441
1593415944.3711;0.0456
1593415945.8624;0.0456
1593415946.4802;0.0441
1593415948.2476;0.0456
1593415948.8589;0.0441
1593415951.2131;0.0456
1593415951.5368;0.0441
1593415954.1266;0.0441
1593415954.2021;0.0456
1593415956.9186;0.0441
1593415957.0329;0.0456
1593415958.3377;0.0456
1593415958.565;0.0441
1593415962.1581;0.0441
1593415962.1738;0.0456
1593415964.4462;0.0456
1593415965.2063;0.0441
1593415966.9569;0.0441
1593415967.3112;0.0456
1593415970.2298;0.0441
1593415970.5196;0.0456
1593415972.9171;0.0456
1593415973.0101;0.0441
1593415977.873;0.0456
1593415978.7542;0.0441
1593415979.3657;0.0456
1593415979.4658;0.0441
1593415981.8595;0.0441
1593415983.1058;0.0456
1593415984.7145;0.0456
1593415984.9294;0.0441
1593415986.1183;0.0456
1593415988.7945;0.0441
1593415989.8182;0.0456
1593415990.0806;0.0441
1593415991.8152;0.0441
1593415991.972;0.0456
1593415995.1021;0.0441
1593415995.3872;0.0456
1593415996.9896;0.0441
1593415998.1889;0.0456
1593415999.8924;0.0441
1593416000.247;0.0456
1593416002.8128;0.0441
1593416003.1506;0.0456
1593416005.9594;0.0441
1593416006.4382;0.0456
1593416008.6733;0.0441
1593416009.1021;0.0456
1593416011.707;0.0441
1593416011.8852;0.0456
1593416013.4068;0.0441
1593416014.6604;0.0456
1593416015.7615;0.0456
1593416016.6055;0.0441
1593416019.2031;0.0441
1593416019.7841;0.0456
1593416024.8353;0.0441
1593416024.9717;0.0456
1593416027.0466;0.0441
1593416027.2952;0.0441
1593416027.6145;0.0456
1593416029.4996;0.0456
1593416031.2262;0.0456
1593416031.5105;0.0441
1593416033.5199;0.0441
1593416033.6222;0.0456
1593416035.3139;0.0441
1593416036.5382;0.0456
1593416038.0665;0.0456
1593416038.8584;0.0441
1593416042.5357;0.0456
1593416042.8854;0.0441
1593416044.1826;0.0441
1593416044.299;0.0456
1593416046.0757;0.0441
1593416046.3814;0.0456
1593416049.0223;0.0441
1593416049.6486;0.0456
1593416051.5539;0.0456
1593416051.9421;0.0441
1593416054.2891;0.0441
1593416054.6532;0.0456
1593416057.3192;0.0441
1593416057.95;0.0456
1593416060.7076;0.0441
1593416062.5468;0.0456
1593416064.8241;0.0456
1593416065.157;0.0441
1593416068.42;0.0441
1593416068.6179;0.0456
1593416071.7206;0.0441
1593416071.8199;0.0456
1593416073.3556;0.0441
1593416077.468;0.0441
1593416073.9067;0.0456
1593416081.4542;0.0456
1593416081.7925;0.0441
1593416081.8484;0.0456
1593416082.7615;0.0441
1593416085.2416;0.0456
1593416085.6083;0.0456
1593416085.9983;0.0441
1593416088.4701;0.0441
1593416088.853;0.0456
1593416093.4181;0.0441
1593416093.5215;0.0456
1593416093.7477;0.0441
1593416094.2422;0.0456
1593416094.7403;0.0441
1593416095.9266;0.0441
1593416097.9274;0.0456
1593416101.6562;0.0456
1593416102.4347;0.0441
1593416104.7514;0.0456
1593416107.581;0.0456
1593416108.515;0.0441
1593416109.6142;0.0441
1593416110.8147;0.0456
1593416111.9891;0.0456
1593416112.3022;0.0441
1593416114.7085;0.0456
1593416114.7309;0.0441
1593416118.0168;0.0441
1593416120.9629;0.0441
1593416121.1772;0.0456
1593416122.369;0.0456
1593416122.9009;0.0441
1593416122.9986;0.0456
1593416123.65;0.0456
1593416123.8065;0.0441
1593416128.3782;0.0441
1593416128.9845;0.0456
1593416131.6854;0.0441
1593416132.8605;0.0456
1593416133.3903;0.0441
1593416133.906;0.0456
1593416135.9829;0.0441
1593416136.0022;0.0456
1593416136.8943;0.0441
1593416138.9471;0.0456
1593416139.0984;0.0441
1593416140.3226;0.0456
1593416140.6067;0.0441
1593416142.7207;0.0456
1593416144.165;0.0441
1593416146.4544;0.0456
1593416146.6623;0.0441
1593416147.5798;0.0456
1593416149.0762;0.0456
1593416149.4397;0.0441
1593416152.1848;0.0441
1593416152.4026;0.0456
1593416154.7625;0.0456
1593416155.1448;0.0441
1593416156.7022;0.0441
1593416157.0096;0.0456
1593416159.3678;0.0456
1593416159.8936;0.0441
1593416162.0261;0.0441
1593416162.6933;0.0456
1593416164.9986;0.0456
1593416165.1392;0.0456
1593416165.2307;0.0441
1593416167.3742;0.0441
1593416168.5022;0.0456
1593416168.635;0.0441
1593416170.6987;0.0441
1593416171.3912;0.0456
1593416174.9408;0.0441
1593416175.3399;0.0456
1593416176.3694;0.0441
1593416178.0694;0.0456
