Time;TrAmount
6.5492048263549805;0
3.781696081161499;1
3.3889899253845215;2
3.7033231258392334;3
3.453352212905884;4
3.7535598278045654;5
3.3020589351654053;6
3.1841769218444824;7
3.1873347759246826;8
3.5307469367980957;9
3.6460039615631104;10
3.5350489616394043;11
3.5478620529174805;12
3.328331232070923;13
3.8273911476135254;14
3.6524178981781006;15
3.2919387817382812;16
3.451524019241333;17
3.3301103115081787;18
3.314192056655884;19
3.9078781604766846;20
3.5752570629119873;21
3.425457000732422;22
3.4199421405792236;23
3.5146291255950928;24
3.4461350440979004;25
3.4985196590423584;26
3.255825996398926;27
3.579113006591797;28
3.6003100872039795;29
3.63472318649292;30
3.6235079765319824;31
3.470065116882324;32
3.472346782684326;33
3.6891510486602783;34
3.395364999771118;35
3.5620288848876953;36
3.674391984939575;37
3.5060348510742188;38
4.268507957458496;39
4.314978837966919;40
3.086712121963501;41
4.468317031860352;42
3.401869058609009;43
3.1760687828063965;44
3.653738021850586;45
3.396587610244751;46
3.6811540126800537;47
3.5838470458984375;48
3.825932025909424;49
3.5602009296417236;50
3.3382318019866943;51
3.5937891006469727;52
3.531403064727783;53
3.1289589405059814;54
3.5890588760375977;55
3.7939019203186035;56
3.888188123703003;57
3.4634599685668945;58
3.58864688873291;59
3.8537089824676514;0
3.6432061195373535;1
3.5786781311035156;2
3.478656053543091;3
3.3954312801361084;4
3.475956916809082;5
3.465965986251831;6
3.60422682762146;7
3.864572048187256;8
3.800428867340088;9
3.4718892574310303;10
3.5021822452545166;11
3.4559290409088135;12
3.8867299556732178;13
3.584713935852051;14
3.6108100414276123;15
3.865140914916992;16
3.753695011138916;17
3.3033931255340576;18
3.6864731311798096;19
3.578634023666382;20
3.588089942932129;21
3.4861900806427;22
3.3816630840301514;23
3.4677979946136475;24
3.5675389766693115;25
3.6895391941070557;26
3.603065013885498;27
3.600191116333008;28
3.4425902366638184;29
3.372412919998169;30
3.698533773422241;31
3.776984930038452;32
3.471328020095825;33
3.404142141342163;34
3.4833903312683105;35
3.661696195602417;36
3.5455129146575928;37
3.6155667304992676;38
3.7586991786956787;39
4.246694087982178;40
3.7619760036468506;41
3.9031739234924316;42
3.695150852203369;43
3.6580471992492676;44
3.495206356048584;45
3.5688669681549072;46
3.584946870803833;47
3.7918782234191895;48
3.424706220626831;49
3.6344892978668213;50
3.617922067642212;51
3.7529690265655518;52
3.528290033340454;53
3.9616000652313232;54
3.502344846725464;55
4.1504740715026855;56
3.884429931640625;57
3.7788851261138916;58
3.681137800216675;59
