Time;Latency
278.1776733875275;170.9
139.08883669376374;166.89
92.72589112917582;156.76
69.54441834688187;178.97
55.63553467750549;162.38
46.36294556458791;156.68
39.73966762678964;159.75
34.772209173440935;169.28
30.90863037639194;177.32
27.817767338752745;165.73
25.288879398866133;159.74
23.181472782293955;160.31
21.398282568271345;164.83
19.86983381339482;185.82
18.545178225835166;174.4
17.386104586720467;172.4
16.363392552207497;159.62
15.45431518819597;162.27
14.640930178290919;165.6
13.908883669376372;328.01
13.246555875596545;157.51
12.644439699433066;175.82
12.09468145163163;183.05
11.590736391146978;192.79
11.127106935501098;176.69
10.699141284135672;185.7
10.302876792130647;177.73
9.93491690669741;179.5
9.592333565087154;177.87
9.272589112917583;190.25
8.97347333508153;212.37
8.693052293360234;177.63
8.429626466288711;192.26
8.181696276103748;185.99
7.947933525357928;186.81
7.727157594097985;181.39
7.518315496960202;186.39
7.3204650891454595;221.06
7.132760856090448;205.39
6.954441834688186;176.88
6.784821302134816;179.4
6.623277937798273;179.43
6.4692482183145925;195.54
6.322219849716533;180.3
6.181726075278388;180.03
6.047340725815815;178.88
5.918673901862286;181.14
5.795368195573489;177.02
5.6770953752556625;177.46
5.563553467750549;189.44
5.454464184069166;179.83
5.349570642067836;185.68
5.24863534693448;180.72
5.151438396065323;183.15
5.057775879773227;211.32
4.967458453348705;178.9
4.880310059430307;187.19
4.796166782543577;181.02
4.714875820127584;175.39
4.636294556458791;183.14
4.560289727664385;191.06
4.486736667540765;181.49
4.415518625198849;179.07
4.346526146680117;188.71
4.279656513654269;175.14
4.214813233144356;197.67
4.151905572948171;177.79
4.090848138051874;177.81
4.031560483877209;191.27
3.973966762678964;186.51
3.9179953998243304;177.32
3.8635787970489925;198.73
3.810653060103116;176.45
3.759157748480101;178.53
3.7090356451670328;182.08
3.6602325445727297;157.57
3.6126970569808763;158.14
3.566380428045224;158.89
3.5212363719940187;166.51
3.477220917344093;160.07
3.434292264043549;161.57
3.392410651067408;160.39
3.351538233584668;165.15
3.3116389688991363;158.12
3.2726785104414997;161.52
3.2346241091572963;169.73
3.197444521695718;156.76
3.1611099248582666;162.42
3.1255918358149155;185.55
3.090863037639194;160.51
3.056897509753049;157.43
3.0236703629079074;157.38
2.9911577783605106;162.1
2.959336950931143;157.33
2.9281860356581837;167.57
2.8976840977867444;162.4
2.8678110658507987;166.52
2.8385476876278313;161.09
2.809875488762904;169.71
2.7817767338752746;187.79
2.7542343899755193;167.21
2.727232092034583;158.88
2.700754110558519;164.48
2.674785321033918;157.63
2.6493111751193092;158.32
2.62431767346724;171.81
2.5997913400703503;161.13
2.5757191980326617;165.7
2.552088746674564;171.95
2.5288879398866135;157.06
2.5061051656534006;157.44
2.4837292266743525;160.92
2.4617493220135174;160.67
2.4401550297151533;172.56
2.4189362903263256;170.98
2.3980833912717885;162.48
2.3775869520301494;164.17
2.357437910063792;178.15
2.337627507458214;158.55
2.3181472782293957;157.38
2.2989890362605574;158.29
2.2801448638321924;155.92
2.2616071007116054;156.58
2.2433683337703827;171.17
2.2254213871002198;169.17
2.2077593125994244;160.15
2.190375381004153;171.34
2.1732630733400584;159.43
2.1564160727715307;179.04
2.1398282568271343;168.44
2.123493689981126;160.29
2.107406616572178;171.08
2.09156145404156;166.72
2.0759527864740854;157.38
2.0605753584261293;158.07
2.045424069025937;166.45
2.030493966332317;157.28
2.0157802419386046;169.03
2.0012782258095503;158.15
1.986983381339482;161.47
1.9728913006207622;157.34
1.9589976999121652;158.5
1.945298415297395;157.73
1.9317893985244963;159.78
1.9184667130174309;161.71
1.905326530051558;158.43
1.892365125085221;160.87
1.8795788742400505;161.87
1.866964250923003;163.61
1.8545178225835164;169.74
1.8422362475995195;163.29
1.8301162722863649;158.14
1.8181547280230552;158.2
1.8063485284904381;158.43
1.7946946670163062;170.73
1.783190214022612;168.72
1.7718323145702386;172.93
1.7606181859970094;156.34
1.7495451156448267;160.69
1.7386104586720466;161.64
1.7278116359473756;164.74
1.7171461320217745;173.02
1.7066114931750151;166.53
1.696205325533704;165.54
1.6859252932577422;157.74
1.675769116792334;157.48
1.665734571182799;159.25
1.6558194844495682;159.54
1.6460217360208727;162.0
1.6363392552207499;169.76
1.626770019810102;159.26
1.6173120545786481;157.67
1.607963429985708;158.41
1.598722260847859;168.57
1.5895867050715855;158.0
1.5805549624291333;156.83
1.5716252733758613;157.63
1.5627959179074578;163.06
1.5540652144554608;165.29
1.545431518819597;162.26
1.5368932231355108;161.87
1.5284487548765244;158.45
1.5200965758881282;162.85
1.5118351814539537;158.39
1.5036630993920403;161.03
1.4955788891802553;156.73
1.4875811411097726;156.63
1.4796684754655716;158.17
1.4718395417329495;161.24
1.4640930178290918;162.33
1.4564276093587825;159.48
1.4488420488933722;171.13
1.441335095272163;159.44
1.4339055329253994;158.02
1.4265521712180895;160.61
1.4192738438139156;157.58
1.412069408058515;171.65
1.404937744381452;174.13
1.3978777557162185;173.91
1.3908883669376373;161.01
1.383968524316057;162.37
1.3771171949877596;162.65
1.370333366441022;157.72
1.3636160460172915;157.2
1.3569642604269632;158.85
1.3503770552792596;158.32
1.3438534946257366;162.22
1.337392660516959;157.44
1.3309936525719017;161.4
1.3246555875596546;162.49
1.318377598993021;185.29
1.31215883673362;162.78
1.3059984666081101;162.13
1.2998956700351751;160.87
1.2938496436629185;156.63
1.2878595990163308;157.86
1.2819247621545045;162.92
1.276044373337282;158.7
1.2702176867010386;157.56
1.2644439699433068;160.69
1.2587225040159613;166.35
1.2530525828267003;172.9
1.2474335129485536;159.57
1.2418646133371762;157.28
1.2363452150556775;180.96
1.2308746610067587;156.82
1.225452305671927;186.23
1.2200775148575767;168.66
1.2147496654477181;158.54
1.2094681451631628;160.32
1.2042323523269587;156.91
1.1990416956358942;168.76
1.1938955939378861;168.04
1.1887934760150747;162.72
1.1837347803724574;184.99
1.178718955031896;159.68
1.1737454573313395;160.89
1.168813753729107;160.78
1.1639233196130856;183.24
1.1590736391146979;200.82
1.1542642049274998;161.24
1.1494945181302787;159.31
1.1447640880145162;162.85
1.1400724319160962;160.67
1.1354190750511326;168.78
1.1308035503558027;159.3
1.1262253983300707;157.62
1.1216841668851913;158.95
1.1171794111948894;166.11
1.1127106935501099;157.27
1.108277583217241;162.37
1.1038796562997122;214.45
1.0995164956028753;157.95
1.0951876905020765;157.46
1.090892836813833;161.15
1.0866315366700292;181.51
1.0824033983950485;195.08
1.0782080363857653;156.72
1.0740450709943146;161.75
1.0699141284135671;162.32
1.0658148405652392;158.23
1.061746844990563;203.08
1.0577097847434505;157.74
1.053703308286089;172.88
1.049727069386896;158.47
1.04578072702078;162.25
1.0418639452716385;160.76
1.0379763932370427;162.54
1.0341177449350463;170.33
1.0302876792130646;163.1
1.026485879658773;165.13
1.0227120345129685;162.44
1.0189658365843497;178.22
1.0152469831661586;164.94
1.0115551759546453;158.24
1.0078901209693023;160.11
1.0042515284748283;158.29
1.0006391129047751;158.99
0.9970525927868368;162.0
0.993491690669741;158.55
0.9899561330516992;213.63
0.9864456503103811;175.93
0.9829599766343726;162.08
0.9794988499560826;164.37
0.9760620118860612;174.59
0.9726492076486974;167.12
0.9692601860192595;167.96
0.9658946992622481;158.67
0.9625525030710292;169.86
0.9592333565087154;169.25
0.9559370219502662;168.02
0.952663265025779;174.25
0.9494118545649401;157.29
0.9461825625426105;171.65
0.9429751640255168;157.15
0.9397894371200253;166.73
0.9366251629209679;159.97
0.9334821254615016;170.85
0.9303601116639715;165.68
0.9272589112917582;174.87
0.9241783169020846;158.44
0.9211181237997598;175.04
0.9180781299918398;162.38
0.9150581361431824;161.5
0.9120579455328769;162.47
0.9090773640115276;170.58
0.9061161999593729;160.25
0.9031742642452191;188.17
0.9002513701861731;163.43
0.8973473335081531;160.38
0.8944619723071623;159.93
0.891595107011306;157.49
0.8887465603435383;170.42
0.8859161572851193;276.43
0.8831037250397697;172.69
0.8803090929985047;233.96
0.877532092705134;160.96
0.8747725578224134;158.63
0.8720303240988322;158.38
0.8693052293360233;157.31
0.8665971133567834;172.57
0.8639058179736878;157.4
0.8612311869582894;163.37
0.8585730660108872;171.51
0.8559313027308537;159.02
0.8533057465875076;198.3
