Time;Latency
0.8506962488915213;164.52
0.848102662766852;162.42
0.8455248431231838;160.99
0.8429626466288711;161.34
0.840415931684373;164.91
0.837884558396167;162.52
0.8353683885511335;157.38
0.8328672855913996;157.43
0.8303811145896343;158.9
0.8279097422247841;159.71
0.8254530367582418;164.85
0.8230108680104363;184.37
0.8205831073378391;163.5
0.8181696276103749;176.86
0.81577030318923;160.22
0.813385009905051;162.49
0.8110136250365232;159.24
0.8086560272893241;160.44
0.8063120967754419;164.73
0.803981714992854;178.22
0.8016647648055547;157.12
0.7993611304239295;160.26
0.7970706973854655;203.31
0.7947933525357928;161.29
0.7925289840100498;164.99
0.7902774812145666;161.39
0.7880387348088597;162.39
0.7858126366879307;157.7
0.7835990799648661;158.99
0.7813979589537289;162.81
0.779209169152738;157.86
0.7770326072277304;159.5
0.7748681709958982;156.78
0.7727157594097985;160.49
0.7705752725416273;160.89
0.7684466115677554;250.8
0.7663296787535192;161.58
0.7642243774382622;158.15
0.7621306120206232;201.74
0.7600482879440641;203.19
0.7579773116826362;179.79
0.7559175907269768;159.22
0.7538690335705351;159.17
0.7518315496960202;240.52
0.7498050495620686;173.78
0.7477894445901276;254.35
0.7457846471515481;163.33
0.7437905705548863;210.45
0.7418071290334066;160.55
0.7398342377327858;158.25
0.7378718126990118;159.07
0.7359197708664748;211.66
0.7339780300462466;179.1
0.7320465089145459;572.8
0.7301251270013844;329.73
0.7282138046793912;470.51
0.7263124631528133;202.69
0.7244210244466861;160.12
0.7225394113961753;338.91
0.7206675476360815;177.54
0.7188053575905102;170.63
0.7169527664626997;162.07
0.7151097002250063;163.76
0.7132760856090448;165.61
0.7114518500959782;161.74
0.7096369219069578;197.91
0.7078312299937085;585.35
0.7060347040292575;180.17
0.7042472743988037;220.41
0.702468872190726;162.44
0.7006994291877267;160.65
0.6989388778581093;157.7
0.6971871513471867;172.09
0.6954441834688186;171.87
0.6937099086970759;161.1
0.6919842621580286;156.89
0.6902671796216563;161.82
0.6885585974938798;184.88
0.6868584528087098;170.49
0.685166683220511;160.16
0.683483226996382;160.38
0.6818080230086457;161.29
0.680141010727451;194.27
0.6784821302134816;246.02
0.6768313221107725;183.46
0.6751885276396298;188.13
0.6735536885896549;157.77
0.6719267473128683;285.27
0.6703076467169337;163.13
0.6686963302584795;158.22
0.6670927419365167;161.82
0.6654968262859509;172.13
0.6639085283711873;202.63
0.6623277937798273;158.97
0.6607545686164548;164.2
0.6591887994965105;195.43
0.6576304335402541;171.14
0.65607941836681;362.54
0.6545357020882999;268.53
0.6529992333040551;221.14
0.6514699610949121;162.72
0.6499478350175876;203.4
0.6484328050991316;173.78
0.6469248218314593;160.73
0.645423836165957;182.72
0.6439297995081654;198.3
0.6424426637125346;159.91
0.6409623810772522;156.96
0.6394889043391436;1261.38
0.638022186668641;157.64
0.6365621816648226;159.33
0.6351088433505193;168.03
0.6336621261674885;441.6
0.6322219849716534;169.32
0.6307883750284069;170.66
0.6293612520079807;160.94
0.6279405719808746;1182.75
0.6265262914133501;245.8
0.6251183671629831;178.83
0.6237167564742768;191.66
0.6223214169743344;170.39
0.6209323066685881;160.33
0.6195493839365868;1213.71
0.6181726075278388;169.87
0.6168019365577105;157.82
0.6154373305033793;176.67
0.6140787491998398;159.88
0.6127261528359635;194.8
0.6113795019506099;161.52
0.6100387574287883;159.2
0.6087038804978719;159.7
0.6073748327238591;163.09
0.6060515760076851;166.33
0.6047340725815814;172.37
0.6034222850054826;181.52
0.6021161761634793;166.94
0.6008157092603185;167.34
0.5995208478179471;163.17
0.5982315556721021;174.9
0.5969477969689431;159.18
0.595669536161729;160.72
0.5943967380075373;179.09
0.5931293675640245;195.57
0.5918673901862287;202.24
0.5906107715234129;162.94
0.589359477515948;192.8
0.5881134743922356;185.45
0.5868727286656698;184.92
0.5856372071316368;184.32
0.5844068768645535;191.6
0.5831817052149423;175.03
0.5819616598065428;166.52
0.5807467085334602;177.76
0.5795368195573489;168.88
0.5783319613046309;163.56
0.5771321024637499;186.78
0.5759372119824585;167.25
0.5747472590651393;185.82
0.5735622131701598;159.23
0.5723820440072581;188.26
0.571206721534964;191.6
0.5700362159580481;228.35
0.5688704977250051;173.41
0.5677095375255663;162.56
0.5665533062882433;158.87
0.5654017751779014;166.46
0.564254915593362;173.78
0.5631126991650354;164.48
0.5619750977525807;193.88
0.5608420834425957;289.9
0.5597136285463329;196.31
0.5585897055974447;165.09
0.5574702873497545;171.01
0.5563553467750549;292.96
0.5552448570609331;161.6
0.5541387916086205;158.97
0.5530371240308697;215.63
0.5519398281498561;165.34
0.5508468779951039;182.94
0.5497582478014377;159.93
0.5486739120069575;158.21
0.5475938452510383;158.88
0.5465180223723526;180.6
0.5454464184069165;159.32
0.5443790085861594;163.11
0.5433157683350146;174.78
0.542256673270034;159.36
0.5412016991975243;158.18
0.5401508221117038;158.24
0.5391040181928827;164.08
0.5380612638056624;165.83
0.5370225354971573;168.74
0.535987809995236;162.64
0.5349570642067836;167.88
0.5339302752159836;174.46
0.5329074202826196;169.41
0.5318884768403966;161.56
0.5308734224952815;194.68
0.5298622350238619;171.4
0.5288548923717252;190.16
0.5278513726518548;176.05
0.5268516541430445;176.3
0.5258557152883317;180.89
0.524863534693448;203.4
0.5238750911252872;1409.93
0.52289036351039;158.88
0.5219093309334474;173.47
0.5209319726358193;157.02
0.5199582680140701;174.45
0.5189881966185214;162.23
0.5180217381518203;158.7
0.5170588724675231;171.33
0.5160995795686966;179.34
0.5151438396065323;168.49
0.5141916328789787;158.68
0.5132429398293865;1533.41
0.5122977410451703;163.18
0.5113560172564843;176.7
0.5104177493349128;1318.98
0.5094829182921748;159.36
0.5085515052788436;164.82
0.5076234915830793;178.63
0.506698858629376;169.22
0.5057775879773226;2318.02
0.5048596613203765;182.91
0.5039450604846512;168.7
0.5030337674277169;204.98
0.5021257642374142;1434.36
0.5012210331306801;161.54
0.5003195564523876;196.78
0.49942131667419654;223.47
0.4985262963934184;183.78
0.4976344783318917;1317.09
0.4967458453348705;205.53
0.4958603803699242;164.1
0.4949780665258496;178.83
0.4940988870115941;183.44
0.49322282515519056;220.57
0.49234986440270345;164.47
0.4914799883171863;171.17
0.49061318057764985;2453.98
0.4897494249780413;1364.43
0.4888887054262346;2562.27
0.4880310059430306;182.33
0.48717631066116895;2695.73
0.4863246038243487;185.29
0.48547586978626084;209.16
0.4846300930096297;174.01
0.4837872580652652;170.88
0.48294734963112407;1334.89
0.48211035249138207;168.12
0.4812762515355146;191.81
0.4804450317573877;197.89
0.4796166782543577;1422.24
0.4787911762263812;166.55
0.4779685109751331;173.08
0.4771486679031346;175.22
0.4763316325128895;192.82
0.47551739040602986;250.16
0.4747059272824701;202.97
0.4738972289395698;174.29
0.47309128127130523;201.72
0.472288070267449;182.69
0.4714875820127584;184.17
0.47068980268617167;173.07
0.46989471856001264;187.49
0.46910231599920316;162.26
0.46831258146048393;184.13
0.4675255014916428;164.54
0.4667410627307508;192.09
0.46595925190540616;181.13
0.46518005583198574;251.13
0.46440346141490396;169.64
0.4636294556458791;173.33
0.4628580256032071;182.66
0.4620891584510423;208.12
0.4613228414386857;187.47
0.4605590618998799;168.13
0.4597978072521115;166.31
0.4590390649959199;172.74
0.4582828227142133;171.25
0.4575290680715912;189.04
0.456777788813674;184.94
0.45602897276643845;274.13
0.4552826078355605;179.34
0.4545386820057638;192.24
0.4537971833401753;174.34
0.45305809997968643;165.92
0.4523214201423211;191.44
0.45158713212260954;168.72
0.45085522429096836;184.65
0.45012568509308654;200.42
0.4493985030493174;165.55
0.44867366675407655;194.95
0.4479511648752455;223.57
0.44723098615358114;177.53
0.4465131194021308;226.29
0.445797553505653;174.92
0.44508427742004397;183.07
0.44437328017176914;171.66
0.4436645508573006;188.11
0.44295807864255965;216.55
0.4422538527623648;169.08
0.4415518625198849;169.99
0.4408520972860974;216.32
0.44015454649925234;260.16
0.4394591996643404;244.92
0.438766046352567;182.46
0.43807507620083064;223.08
0.4373862789112067;177.57
0.43669964425043556;248.22
0.4360151620494161;163.1
0.43533282220270336;164.0
0.43465261466801164;166.7
0.43397452946572146;182.84
0.4332985566783917;164.12
0.432624686450276;205.8
0.4319529089868439;162.26
0.4312832145543061;178.48
0.4306155934791447;202.57
0.42995003614764676;165.02
0.4292865330054436;162.37
0.4286250745570531;168.58
0.42796565136542686;166.63
0.42730825405150147;167.09
0.4266528732937538;164.52
0.4259994998277603;176.13
0.42534812444576064;193.14
0.42469873799622515;165.3
0.424051331383426;161.82
0.4234058955670129;210.76
0.4227624215615919;186.64
0.42212090043630873;223.01
0.42148132331443555;216.45
0.42084368137296135;175.88
0.4202079658421865;190.74
0.41957416800532044;172.23
0.4189422791980835;184.39
0.418312290808312;164.62
0.41768419427556674;199.49
0.4170579810907458;191.53
0.4164336427956998;193.13
0.4158111709828512;170.26
0.41519055729481713;168.28
0.414571793424035;201.07
0.41395487111239204;208.52
0.41333978215085804;177.29
0.4127265183791209;218.09
0.4121150716852259;167.28
0.41150543400521816;196.04
0.41089759732278797;183.09
0.41029155366891956;169.02
0.40968729512154267;174.15
0.40908481380518746;186.37
0.4084841018906424;168.56
0.407885151594615;174.23
0.407287955179396;214.81
0.4066925049525255;208.01
0.4060987932664635;182.81
0.4055068125182616;200.2
0.4049165551492394;196.17
0.40432801364466203;171.92
0.40374118053342156;171.85
0.40315604838772096;182.17
0.40257260982276044;192.77
0.401990857496427;170.05
0.40141078410898623;168.71
0.40083238240277735;2672.01
0.40025564516191003;178.6
0.39968056521196477;167.95
0.39910713541969506;167.84
0.39853534869273277;171.93
0.39796519797929536;192.91
0.3973966762678964;174.71
0.3968297765870577;179.89
0.3962644920050249;165.25
0.3957008156294843;188.88
0.3951387406072833;242.28
0.3945782601241524;186.46
0.39401936740442983;182.63
0.3934620557107885;178.19
0.39290631834396533;267.5
0.3923521486424929;196.57
0.39179953998243305;185.66
0.3912484857771132;173.14
0.39069897947686444;1302.22
0.3901510145687622;174.58
0.389604584576369;249.81
0.38905968305947897;201.41
0.3885163036138652;163.07
0.38797443987102853;171.66
0.3874340854979491;166.35
0.3868952341968393;161.66
0.38635787970489927;167.18
0.38582201579407416;205.54
0.38528763627081364;253.53
0.3847547349758333;171.46
0.3842233057838777;211.29
0.38369334260348614;179.61
0.3831648393767596;177.49
0.38263779007912996;203.97
0.3821121887191311;177.17
0.3815880293381721;199.82
0.3810653060103116;199.65
0.3805440128420348;179.51
0.38002414397203205;191.52
0.3795056935709788;190.11
0.3789886558413181;179.13
0.37847302501704416;198.68
0.3779587953634884;165.32
0.3774459611771065;230.23
0.37693451678526757;179.13
0.3764244565460453;163.36
0.3759157748480101;176.04
0.3754084661100236;164.26
0.3749025247810343;183.97
0.37439794533987547;173.52
0.3738947222950638;166.15
0.3733928501846006;190.44
0.37289232357577407;702.52
0.37239313706496313;195.95
0.37189528527744314;227.12
0.37139876286719287;189.03
0.3709035645167033;174.33
0.37040968493678755;177.28
0.3699171188663929;167.86
0.36942586107241365;198.53
0.3689359063495059;219.55
0.36844724951990393;189.8
0.3679598854332374;190.22
0.3674738089663507;187.0
0.3669890150231233;182.49
0.36650549853429176;194.97
0.36602325445727296;171.4
0.3655422777759888;235.11
0.3650625635006922;186.47
0.36458410666779484;167.34
0.3641069023396956;368.37
0.36363094560461107;185.32
0.36315623157640664;176.73
0.36268275539442957;189.15
0.36221051222334305;243.17
0.3617394972529616;224.78
0.36126970569808764;168.84
0.3608011327983495;163.88
0.36033377381804077;167.58
0.3598676240459605;174.36
0.3594026787952551;179.94
0.3589389334032613;167.94
0.35847638323134984;182.65
0.3580150236647715;200.07
0.35755485011250315;172.7
0.3570958580070956;190.27
0.3566380428045224;166.04
0.35618139998403003;181.7
0.3557259250479891;165.84
0.35527161352174647;225.75
0.3548184609534789;179.16
0.3543664629140477;192.21
0.35391561499685426;202.52
0.3534659128176969;170.99
0.35301735201462875;181.97
0.3525699282478168;170.71
0.3521236371994019;204.47
0.3516784745733596;194.91
0.351234436095363;173.98
0.350791517512645;166.62
0.3503497145938633;187.53
0.3499090231289654;1422.22
0.34946943892905463;189.39
0.3490309578262578;174.75
0.34859357567359334;231.12
0.3481572883448404;210.16
0.3477220917344093;251.08
0.3472879817572128;357.03
0.34685495434853797;189.44
0.34642300546391963;745.76
0.3459921310790143;173.59
0.3455623271894751;168.45
0.34513358981082815;205.93
0.3447059149783488;210.6
0.3442792987469399;192.43
0.3438537371910105;218.66
0.3434292264043549;206.21
0.34300576250003384;198.21
0.3425833416102555;173.1
0.34216195988625764;165.62
0.341741613498191;1710.99
0.341322298635003;170.29
0.34090401150432287;175.21
0.34048674833234693;177.26
0.3400705053637255;167.12
0.3396552788614499;171.42
0.3392410651067408;3598.67
0.33882786039893725;163.17
0.33841566105538623;167.3
0.3380044634113335;163.16
0.3375942638198149;195.8
0.33718505865154846;166.84
0.33677684429482746;177.68
0.3363696171554141;167.88
0.33596337365643414;252.64
0.335558110238272;202.92
0.33515382335846683;172.74
0.33475050949160945;189.03
0.33434816512923976;199.5
0.3339467867797449;236.1
0.33354637096825834;166.56
0.33314691423655984;185.39
0.33274841314297543;174.01
0.33235086426227894;172.05
0.33195426418559365;174.65
0.331558609520295;350.59
0.33116389688991366;207.34
0.3307701229340398;207.84
0.3303772843082274;235.78
0.32998537768389974;696.06
0.3295943997482553;169.57
0.3292043472041745;169.18
0.32881521677012704;173.72
0.32842700518007967;168.12
0.328039709183405;426.39
0.3276533255447909;177.09
0.32726785104414996;175.37
0.32688328247653053;201.22
0.32649961665202754;185.31
0.32611685039569455;186.9
0.32573498054745603;164.21
0.3253540039620204;778.02
0.3249739175087938;168.86
0.324594718071794;162.47
0.3242164025495658;163.33
0.323838967855096;165.06
0.32346241091572964;164.47
0.32308672867308647;180.84
0.3227119180829785;301.7
0.32233797611532733;242.71
0.3219648997540827;204.54
0.3215926859971416;917.02
0.3212213318562673;185.52
0.3208508343570098;168.8
0.3204811905386261;260.55
0.32011239745400166;181.96
0.3197444521695718;163.69
0.31937735176524396;796.44
0.3190110933343205;174.59
0.3186456739834221;164.66
0.3182810908324113;166.5
0.3179173410143171;163.26
0.31755442167525966;169.06
0.3171923299743757;163.39
0.31683106308374426;202.75
0.3164706181883134;174.57
0.3161109924858267;217.39
0.3157521831867508;166.32
0.31539418751420345;177.73
0.31503700270388163;176.43
0.3146806260039903;172.14
0.3143250546751723;190.51
0.3139702859904373;165.18
0.313616317235093;166.82
0.3132631457066751;167.74
0.31291076871487905;177.98
0.31255918358149154;164.79
0.31220838764032266;170.04
0.3118583782371384;169.09
0.311509152729594;168.12
0.3111607084871672;166.86
0.31081304289109213;162.23
0.31046615333429406;164.73
0.3101200372213238;190.9
0.3097746919682934;166.24
0.3094301150028114;166.34
0.3090863037639194;238.74
0.30874325570202826;167.03
0.30840096827885527;170.7
0.30805943896736154;165.02
0.30771866525168967;270.45
0.3073786446271022;165.54
0.3070393745999199;171.37
0.3067008526874614;181.34
0.3063630764179818;170.63
0.3060260433306133;166.2
0.30568975097530493;168.45
0.3053541969127634;190.33
0.30501937871439416;169.62
0.3046852939622426;163.57
0.30435194024893597;229.34
0.30401931517762565;224.1
0.30368741636192953;169.29
0.3033562414258751;166.03
0.30302578800384256;163.44
0.3026960537405087;177.86
0.3023670362907907;174.08
0.302038733319791;174.62
0.3017111425027413;164.98
0.3013842615249485;169.16
0.30105808808173967;186.35
0.30073261987840805;165.24
0.30040785463015923;167.89
0.30008379006205765;166.32
0.29976042390897356;1179.45
0.2994377539155301;278.95
0.29911577783605103;177.36
0.29879449343450853;245.4
0.29847389848447153;298.8
0.2981539907690541;170.68
0.2978347680808645;206.95
0.2975162282219545;185.12
0.29719836900376867;187.7
0.2968811882470944;165.5
0.29656468378201223;570.18
0.29624885344784607;195.79
0.29593369509311435;188.14
0.29561920657548085;308.54
0.29530538576170645;198.74
0.2949922305276007;167.3
0.294679738757974;239.92
0.29436790834658993;167.51
0.2940567371961178;178.7
0.293746223218086;169.93
0.2934363643328349;178.86
0.29312715846947046;204.44
0.2928186035658184;226.14
0.292510697568378;217.33
0.29220343843227675;505.5
0.29189682412122503;194.69
0.29159085260747114;166.31
0.2912855218717565;164.91
0.2909808299032714;178.29
0.29067677469961073;197.24
0.2903733542667301;187.39
0.29007056661890246;265.84
0.28976840977867446;201.22
0.28946688177682356;179.83
0.28916598065231547;192.4
0.2888657044522611;171.33
0.28856605123187495;221.72
0.2882670190544326;197.94
0.28796860599122925;213.41
0.2876708101215382;179.25
0.2873736295325697;168.67
0.2870770623194298;173.84
0.2867811065850799;166.37
0.28648576044029606;218.01
0.28619102200362906;410.99
0.2858968894013643;174.82
0.285603360767482;580.14
0.2853104342436179;223.89
0.28501810797902405;192.01
0.28472638013052964;522.67
0.28443524886250254;182.17
0.2841447123468105;187.35
0.28385476876278315;583.97
0.28356541629717374;171.11
0.28327665314412165;168.39
0.2829884775051144;183.36
0.2827008875889507;210.6
0.282413881611703;171.66
0.282127457796681;165.27
0.2818416143743946;181.91
0.2815563495825177;176.46
0.2812716616658518;188.01
0.28098754887629035;167.12
0.2807040094727825;167.54
0.28042104172129784;1318.31
0.280138643894791;161.19
0.27985681427316644;166.2
0.2795755511432437;209.47
0.27929485279872235;184.39
0.2790147175401479;250.05
0.27873514367487723;176.55
0.2784561295170445;162.96
284.5608172416687;167.01
142.28040862083435;172.56
94.8536057472229;161.2
71.14020431041718;161.8
56.91216344833374;164.13
47.42680287361145;159.87
40.651545320238384;161.42
35.57010215520859;186.48
31.617868582407635;189.88
28.45608172416687;161.22
25.869165203788064;168.87
23.713401436805725;169.13
21.889293633974514;159.73
20.325772660119192;166.52
18.97072114944458;175.06
17.785051077604294;184.78
16.7388716024511;161.7
15.808934291203817;195.16
14.976885117982564;1180.96
14.228040862083436;159.33
13.55051510674613;176.36
12.934582601894032;161.09
12.372209445289943;168.47
11.856700718402863;175.59
11.382432689666748;176.28
10.944646816987257;240.87
10.539289527469212;161.12
10.162886330059596;178.05
9.812441973850644;179.89
9.48536057472229;192.66
9.179381201344151;176.58
8.892525538802147;185.58
8.623055067929355;177.58
8.36943580122555;180.73
8.130309064047678;177.03
7.904467145601909;178.85
7.690832898423478;225.56
7.488442558991282;175.87
7.296431211324839;180.77
7.114020431041718;177.0
6.940507737601676;177.6
6.775257553373065;183.27
6.6176934242248535;183.93
6.467291300947016;186.69
6.323573716481527;190.22
6.186104722644972;178.05
6.054485473226993;181.44
5.928350359201431;177.57
5.807363617176912;188.44
5.691216344833374;188.36
5.5796238674837;190.4
5.4723234084936285;176.89
5.369072023427711;180.03
5.269644763734606;182.81
5.1738330407576125;175.17
5.081443165029798;179.06
4.992295039327521;176.22
4.906220986925322;178.69
4.823064699011334;183.41
4.742680287361145;178.81
4.66493143019129;183.39
4.589690600672076;175.89
4.516838368915376;179.14
4.4462627694010735;187.63
4.377858726794903;194.84
4.311527533964678;186.41
4.247176376741324;178.3
4.184717900612775;178.29
4.1240698150966475;176.24
4.065154532023839;186.98
4.0078988343897;177.42
3.9522335728009543;176.64
3.898093386872174;178.83
3.845416449211739;191.47
3.794144229888916;180.17
3.744221279495641;178.05
3.6955950291125808;186.12
3.6482156056624193;197.67
3.6020356612869455;176.32
3.557010215520859;177.08
3.5130965091564037;166.42
3.470253868800838;168.55
3.4284435812249243;162.23
3.3876287766865323;157.05
3.34777432049022;159.42
3.3088467121124268;166.48
3.270813991283548;162.35
3.233645650473508;157.84
3.1973125532771762;173.09
3.1617868582407636;161.84
3.1270419477106453;157.48
3.093052361322486;156.98
3.059793733781384;158.36
3.0272427366134966;161.7
2.9953770235965127;159.92
